golden_label,lcsNorm,minimumED,containment_1,containment_3,sentence1_len,sentence2_len,sentence_len_diff,euclid_dist,cos_sim,word_common,word_total,word_share,sentence1_words,sentence2_words
0,1.0,0.5967741935483871,1.0,1.0,74,174,100,3.872983346207417,0.6666666666666669,14.0,40.0,0.35,15,32
1,0.42105263157894735,0.5619469026548672,0.7894736842105263,0.5294117647058824,124,102,22,2.23606797749979,0.8858795678282979,14.0,33.0,0.42424242424242425,21,17
0,1.0,0.7346938775510204,1.0,1.0,90,155,65,3.605551275463989,0.7705517503711218,18.0,46.0,0.391304347826087,19,31
0,0.12,0.599290780141844,0.08333333333333333,0.0,128,154,26,7.681145747868608,0.09258200997725513,4.0,45.0,0.08888888888888889,27,28
0,0.3125,0.6134969325153374,0.4666666666666667,0.0,81,82,1,4.0,0.5009794328681195,8.0,32.0,0.25,18,17
0,0.3888888888888889,0.6261682242990654,0.5,0.3125,114,100,14,4.242640687119285,0.5720775535473553,9.0,32.0,0.28125,21,17
0,0.1,0.6260869565217392,0.05263157894736842,0.0,122,108,14,5.656854249492381,0.059234887775909226,2.0,36.0,0.05555555555555555,20,16
0,0.5,0.7428571428571429,0.6111111111111112,0.5,92,118,26,4.242640687119285,0.6139406135149204,11.0,36.0,0.3055555555555556,19,20
0,1.0,0.3771043771043771,1.0,1.0,56,241,185,5.0,0.5378528742004771,8.0,42.0,0.19047619047619047,8,36
1,0.782608695652174,0.9271844660194175,0.782608695652174,0.6666666666666666,109,97,12,2.6457513110645907,0.864241621450225,17.0,39.0,0.4358974358974359,23,20
0,0.6363636363636364,0.689873417721519,0.8181818181818182,0.4444444444444444,64,94,30,3.1622776601683795,0.7544335361543179,10.0,27.0,0.37037037037037035,15,19
1,0.8275862068965517,0.8694362017804155,0.8214285714285714,0.6538461538461539,163,174,11,3.3166247903554,0.8263342440128469,24.0,58.0,0.41379310344827586,30,31
0,1.0,0.47794117647058826,1.0,1.0,65,207,142,5.291502622129181,0.6472907152501879,10.0,42.0,0.23809523809523808,11,40
0,1.0,0.5120772946859904,1.0,1.0,53,154,101,4.358898943540674,0.5669467095138407,9.0,35.0,0.2571428571428571,9,29
0,1.0,0.7857142857142857,1.0,1.0,121,187,66,3.4641016151377544,0.7977240352174656,24.0,60.0,0.4,25,42
0,1.0,0.5536723163841808,1.0,1.0,98,256,158,5.0,0.720294057598537,18.0,55.0,0.32727272727272727,18,44
0,1.0,0.7002652519893899,1.0,1.0,132,245,113,5.916079783099616,0.7901798760112803,19.0,54.0,0.35185185185185186,25,50
0,1.0,0.6838709677419355,1.0,1.0,106,204,98,4.58257569495584,0.716094056443997,19.0,52.0,0.36538461538461536,21,41
1,0.6363636363636364,0.8296296296296296,0.6818181818181818,0.55,150,120,30,3.0,0.8366600265340756,14.0,37.0,0.3783783783783784,27,22
1,0.6666666666666666,0.7644927536231884,0.7222222222222222,0.375,118,158,40,4.358898943540674,0.6228410989030497,13.0,42.0,0.30952380952380953,22,31
0,0.043478260869565216,0.6098484848484849,1.0,0.0,132,132,0,0.0,0.9999999999999996,24.0,48.0,0.5,27,27
0,1.0,0.6238532110091743,1.0,1.0,136,300,164,5.477225575051661,0.7118321296786988,19.0,58.0,0.3275862068965517,19,45
0,0.3125,0.6266666666666667,0.3125,0.0,107,118,11,4.795831523312719,0.30316953129541624,6.0,36.0,0.16666666666666666,25,29
0,0.0,0.5695364238410596,0.0,0.0,61,90,29,5.196152422706632,0.0,1.0,29.0,0.034482758620689655,12,20
0,0.1875,0.6126126126126126,1.0,0.0,111,111,0,0.0,1.0000000000000002,16.0,32.0,0.5,21,21
0,1.0,0.652452025586354,1.0,1.0,153,316,163,5.0,0.8395614476521327,23.0,68.0,0.3382352941176471,29,60
0,1.0,0.728110599078341,1.0,1.0,158,276,118,5.477225575051661,0.7354355067681905,24.0,66.0,0.36363636363636365,27,52
0,0.6,0.7405857740585774,0.6666666666666666,0.5454545454545454,137,102,35,3.3166247903554,0.8705715001320139,17.0,39.0,0.4358974358974359,28,21
1,0.9473684210526315,0.9178470254957507,0.9444444444444444,0.75,163,190,27,2.449489742783178,0.8542821429703299,19.0,44.0,0.4318181818181818,22,28
0,1.0,0.631336405529954,1.0,1.0,137,297,160,5.196152422706632,0.847579379526013,21.0,61.0,0.3442622950819672,28,57
0,1.0,0.6451612903225806,1.0,1.0,140,294,154,5.0990195135927845,0.7095748751868994,21.0,66.0,0.3181818181818182,24,56
0,1.0,0.5879120879120879,1.0,1.0,107,257,150,5.5677643628300215,0.6812012094229563,21.0,63.0,0.3333333333333333,21,48
0,1.0,0.4070175438596491,1.0,1.0,58,227,169,5.830951894845301,0.7349684152591671,11.0,43.0,0.2558139534883721,12,41
0,0.0,0.541095890410959,0.0,0.0,62,84,22,4.69041575982343,0.0,0.0,26.0,0.0,11,16
1,0.5263157894736842,0.702020202020202,0.5263157894736842,0.0,97,101,4,4.358898943540674,0.512989176042577,11.0,38.0,0.2894736842105263,20,19
0,1.0,0.3953488372093023,1.0,1.0,51,207,156,5.196152422706632,0.49999999999999983,11.0,44.0,0.25,13,40
1,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.0,80,88,8,3.872983346207417,0.34815531191139576,5.0,27.0,0.18518518518518517,15,16
1,0.75,0.7370242214532872,0.85,0.5555555555555556,116,173,57,3.605551275463989,0.7580980435789033,17.0,47.0,0.3617021276595745,22,30
1,0.8125,0.8042553191489362,0.8666666666666667,0.8461538461538461,98,137,39,3.0,0.7921180343813394,12.0,33.0,0.36363636363636365,16,20
0,1.0,0.6377551020408163,1.0,1.0,125,267,142,4.795831523312719,0.7759705701987262,23.0,66.0,0.3484848484848485,25,52
0,1.0,0.5152542372881356,1.0,1.0,76,219,143,5.5677643628300215,0.6362090102803518,14.0,46.0,0.30434782608695654,18,42
0,0.09090909090909091,0.609375,1.0,0.0,64,64,0,0.0,1.0000000000000002,12.0,24.0,0.5,13,13
1,0.46153846153846156,0.6263736263736264,0.5384615384615384,0.0,79,103,24,3.872983346207417,0.5163977794943222,7.0,29.0,0.2413793103448276,15,16
1,0.5263157894736842,0.7285714285714285,0.5789473684210527,0.4117647058823529,132,148,16,3.872983346207417,0.6668313367115806,9.0,35.0,0.2571428571428571,19,22
0,1.0,0.7050847457627119,1.0,1.0,104,191,87,4.795831523312719,0.6992058987801012,15.0,42.0,0.35714285714285715,18,35
0,0.09523809523809523,0.5024154589371981,0.1,0.0,132,75,57,6.082762530298219,0.15191090506255,2.0,31.0,0.06451612903225806,21,14
1,0.6363636363636364,0.7215189873417721,0.6363636363636364,0.3333333333333333,62,96,34,3.872983346207417,0.5785419118799024,7.0,25.0,0.28,11,16
1,0.6470588235294118,0.7688172043010753,0.6,0.15384615384615385,102,84,18,3.1622776601683795,0.6445033866354896,12.0,34.0,0.35294117647058826,21,18
0,0.05,0.5523809523809524,0.10526315789473684,0.0,128,82,46,6.082762530298219,0.09759000729485331,2.0,33.0,0.06060606060606061,20,16
0,0.058823529411764705,0.5906735751295337,0.0625,0.0,86,107,21,5.744562646538029,0.10846522890932808,3.0,32.0,0.09375,18,18
1,0.75,0.8489795918367347,0.75,0.6538461538461539,139,106,33,2.8284271247461903,0.9295160030897799,19.0,41.0,0.4634146341463415,31,23
1,0.5384615384615384,0.7415730337078652,0.5652173913043478,0.23809523809523808,149,118,31,3.872983346207417,0.6389151433378876,14.0,46.0,0.30434782608695654,27,21
0,0.17647058823529413,0.5833333333333334,1.0,0.0,90,90,0,0.0,0.9999999999999996,17.0,34.0,0.5,20,20
0,0.1,0.5714285714285714,0.1,0.0,124,128,4,6.6332495807108,0.1224744871391589,3.0,44.0,0.06818181818181818,22,29
1,0.6666666666666666,0.648854961832061,1.0,0.9,129,133,4,1.0,0.9797958971132713,23.0,47.0,0.48936170212765956,26,27
1,0.7222222222222222,0.6765799256505576,0.7222222222222222,0.5,125,144,19,3.872983346207417,0.6708203932499369,13.0,41.0,0.3170731707317073,19,24
0,0.125,0.5993150684931506,1.0,0.0,146,146,0,0.0,1.0000000000000002,21.0,42.0,0.5,24,24
0,1.0,0.7004048582995951,1.0,1.0,173,321,148,6.082762530298219,0.7969536593398233,26.0,71.0,0.36619718309859156,30,58
0,0.0,0.5221674876847291,0.058823529411764705,0.0,124,79,45,5.744562646538029,0.057353933467640436,1.0,31.0,0.03225806451612903,17,23
0,0.10526315789473684,0.5325670498084292,0.1111111111111111,0.0,96,165,69,7.280109889280518,0.13968605915391563,2.0,40.0,0.05,19,28
0,0.037037037037037035,0.548951048951049,0.037037037037037035,0.0,170,116,54,6.48074069840786,0.04667600280093366,2.0,46.0,0.043478260869565216,33,21
0,0.23076923076923078,0.5348837209302325,0.3076923076923077,0.0,74,141,67,5.291502622129181,0.38357064118830725,3.0,33.0,0.09090909090909091,13,23
1,0.8620689655172413,0.9558441558441558,0.8928571428571429,0.6923076923076923,191,194,3,2.449489742783178,0.8999999999999998,26.0,58.0,0.4482758620689655,31,31
0,0.0625,0.5887445887445888,0.125,0.0,102,129,27,6.4031242374328485,0.13470397652008118,3.0,37.0,0.08108108108108109,17,27
0,0.05,0.5956521739130435,1.0,0.0,115,115,0,0.0,0.9999999999999997,20.0,40.0,0.5,23,23
0,1.0,0.68,1.0,1.0,85,165,80,3.1622776601683795,0.7862136275414388,14.0,38.0,0.3684210526315789,14,25
0,0.07142857142857142,0.5091743119266054,0.15384615384615385,0.0,81,137,56,5.477225575051661,0.12104550653376049,3.0,37.0,0.08108108108108109,16,23
0,1.0,0.5144694533762058,1.0,1.0,80,231,151,4.69041575982343,0.6383450536225744,14.0,50.0,0.28,14,38
0,1.0,0.681704260651629,1.0,1.0,136,263,127,4.47213595499958,0.7794228634059948,23.0,63.0,0.36507936507936506,26,52
0,0.5357142857142857,0.75,0.5357142857142857,0.4230769230769231,164,140,24,4.795831523312719,0.6123724356957944,16.0,52.0,0.3076923076923077,30,27
0,0.13043478260869565,0.6208333333333333,1.0,0.0,120,120,0,0.0,0.9999999999999998,22.0,44.0,0.5,24,24
0,0.08695652173913043,0.573076923076923,0.13043478260869565,0.0,149,111,38,6.708203932499369,0.15118578920369088,3.0,41.0,0.07317073170731707,26,21
0,0.35294117647058826,0.5459770114942529,0.375,0.2857142857142857,110,64,46,3.605551275463989,0.5499719409228703,8.0,28.0,0.2857142857142857,18,12
0,1.0,0.7724137931034483,1.0,1.0,112,178,66,3.1622776601683795,0.8106792283998812,18.0,46.0,0.391304347826087,18,29
0,1.0,0.6582278481012658,1.0,1.0,78,159,81,4.0,0.685160159703149,15.0,42.0,0.35714285714285715,16,33
0,1.0,0.5821917808219178,1.0,1.0,85,207,122,5.385164807134504,0.7027283689263064,13.0,43.0,0.3023255813953488,14,37
0,1.0,0.7058823529411765,1.0,1.0,96,176,80,3.3166247903554,0.7970533969860857,15.0,40.0,0.375,18,30
0,1.0,0.6852791878172588,1.0,1.0,135,259,124,4.69041575982343,0.8232906452954606,21.0,64.0,0.328125,25,52
0,0.5238095238095238,0.7850877192982456,0.631578947368421,0.29411764705882354,124,104,20,3.3166247903554,0.7372097807744856,12.0,34.0,0.35294117647058826,21,17
0,0.13043478260869565,0.5952380952380952,1.0,0.0,126,126,0,0.0,0.9999999999999999,23.0,46.0,0.5,25,25
1,0.75,0.708502024291498,0.8888888888888888,0.5,100,147,47,3.605551275463989,0.763058362457374,17.0,44.0,0.38636363636363635,22,30
0,0.06666666666666667,0.5418502202643172,0.14285714285714285,0.0,88,139,51,6.164414002968976,0.22917462425705282,3.0,40.0,0.075,16,28
0,0.058823529411764705,0.6130434782608696,1.0,0.0,115,115,0,0.0,1.0,18.0,36.0,0.5,19,19
0,0.35714285714285715,0.5727699530516432,0.42857142857142855,0.25,105,108,3,4.242640687119285,0.47140452079103173,6.0,30.0,0.2,17,18
1,0.8181818181818182,0.9004149377593361,0.8181818181818182,0.55,115,126,11,3.3166247903554,0.8001322641986389,17.0,42.0,0.40476190476190477,24,25
0,1.0,0.687089715536105,1.0,1.0,157,300,143,4.795831523312719,0.8082238591204868,27.0,73.0,0.3698630136986301,30,58
0,0.18518518518518517,0.6080246913580247,1.0,0.0,162,162,0,0.0,1.0000000000000002,23.0,46.0,0.5,28,28
0,0.25,0.6016949152542372,1.0,0.0,59,59,0,0.0,0.9999999999999999,11.0,22.0,0.5,12,12
0,0.29411764705882354,0.6237113402061856,0.4117647058823529,0.06666666666666667,92,102,10,4.358898943540674,0.45732956038002365,8.0,34.0,0.23529411764705882,20,17
0,1.0,0.7142857142857143,1.0,1.0,150,270,120,4.69041575982343,0.7589466384404109,23.0,62.0,0.3709677419354839,25,47
0,0.13636363636363635,0.6100917431192661,1.0,0.0,109,109,0,0.0,0.9999999999999997,19.0,38.0,0.5,23,23
1,0.6470588235294118,0.6883116883116883,0.75,0.5,67,87,20,2.8284271247461903,0.7349684152591669,11.0,32.0,0.34375,17,20
0,0.13043478260869565,0.6007194244604317,1.0,0.0,139,139,0,0.0,1.0000000000000002,21.0,42.0,0.5,23,23
0,0.38461538461538464,0.6485507246376812,0.44,0.17391304347826086,143,133,10,5.5677643628300215,0.5095438042387855,11.0,49.0,0.22448979591836735,28,28
0,0.1875,0.6619047619047619,1.0,0.0,105,105,0,0.0,1.0000000000000002,16.0,32.0,0.5,17,17
1,0.6153846153846154,0.6648936170212766,0.7692307692307693,0.09090909090909091,83,105,22,3.1622776601683795,0.6999132392733555,10.0,29.0,0.3448275862068966,13,17
0,1.0,0.6479750778816199,1.0,1.0,104,217,113,4.242640687119285,0.795758767599038,16.0,47.0,0.3404255319148936,18,37
0,0.15,0.5983606557377049,1.0,0.0,122,122,0,0.0,1.0000000000000002,20.0,40.0,0.5,22,22
0,0.14285714285714285,0.6704545454545454,1.0,0.05555555555555555,132,132,0,0.0,1.0000000000000002,19.0,38.0,0.5,21,21
1,0.6818181818181818,0.805921052631579,0.7619047619047619,0.3684210526315789,139,165,26,3.4641016151377544,0.7931034482758619,14.0,40.0,0.35,22,26
0,1.0,0.7362637362637363,1.0,1.0,134,230,96,4.58257569495584,0.8198915917499229,27.0,67.0,0.40298507462686567,29,47
0,0.043478260869565216,0.5719844357976653,0.09090909090909091,0.0,139,118,21,6.928203230275509,0.11118739749916517,2.0,42.0,0.047619047619047616,24,22
0,1.0,0.5878378378378378,1.0,1.0,87,209,122,4.795831523312719,0.7151985398521514,19.0,58.0,0.3275862068965517,21,46
0,0.04,0.5980392156862745,1.0,0.0,153,153,0,0.0,0.9999999999999997,26.0,52.0,0.5,27,27
1,0.72,0.8188405797101449,0.72,0.391304347826087,144,132,12,3.7416573867739413,0.7604312428023118,18.0,46.0,0.391304347826087,28,27
0,1.0,0.6260387811634349,1.0,1.0,113,248,135,6.164414002968976,0.578243309582912,19.0,58.0,0.3275862068965517,21,49
1,0.5416666666666666,0.6788990825688074,0.5454545454545454,0.15,112,106,6,4.242640687119285,0.6271815075053181,13.0,42.0,0.30952380952380953,24,21
0,0.6666666666666666,0.6651376146788991,0.8,0.6923076923076923,94,124,30,3.0,0.7592566023652964,12.0,33.0,0.36363636363636365,17,22
1,0.8125,0.8545454545454545,0.8,0.7692307692307693,103,117,14,3.1622776601683795,0.7324670207647145,14.0,37.0,0.3783783783783784,18,21
0,1.0,0.7121212121212122,1.0,1.0,94,170,76,3.4641016151377544,0.7559289460184544,15.0,42.0,0.35714285714285715,16,32
0,0.09090909090909091,0.61875,1.0,0.0,80,80,0,0.0,1.0000000000000002,11.0,22.0,0.5,11,11
1,0.5294117647058824,0.7745664739884393,0.5625,0.42857142857142855,98,75,23,3.3166247903554,0.6240377207533829,10.0,32.0,0.3125,19,14
0,0.047619047619047616,0.5126903553299492,0.05,0.0,127,70,57,6.164414002968976,0.14638501094227999,2.0,33.0,0.06060606060606061,22,16
1,0.55,0.7696335078534031,0.6,0.3333333333333333,115,76,39,3.1622776601683795,0.7171371656006361,13.0,36.0,0.3611111111111111,22,15
0,1.0,0.4981949458483754,1.0,1.0,69,208,139,5.0,0.6139406135149204,16.0,53.0,0.3018867924528302,18,45
0,0.1875,0.5842696629213483,1.0,0.0,89,89,0,0.0,0.9999999999999998,15.0,30.0,0.5,18,18
1,0.75,0.8670886075949367,0.8695652173913043,0.42857142857142855,148,168,20,2.8284271247461903,0.8710327732246507,19.0,46.0,0.41304347826086957,25,28
0,0.045454545454545456,0.5527638190954773,0.1,0.0,114,85,29,5.5677643628300215,0.27914526311954124,1.0,35.0,0.02857142857142857,22,16
1,0.8461538461538461,0.845,0.8461538461538461,0.45454545454545453,87,113,26,3.1622776601683795,0.6999132392733554,11.0,33.0,0.3333333333333333,14,19
0,0.3888888888888889,0.7675675675675676,0.3888888888888889,0.0,104,81,23,4.358898943540674,0.5270462766947299,7.0,29.0,0.2413793103448276,21,16
0,1.0,0.7235772357723578,1.0,1.0,89,157,68,3.7416573867739413,0.7513009550107068,14.0,39.0,0.358974358974359,16,31
0,0.16666666666666666,0.6435643564356436,1.0,0.0,101,101,0,0.0,0.9999999999999996,17.0,34.0,0.5,18,18
0,0.12,0.6192052980132451,1.0,0.0,151,151,0,0.0,0.9999999999999998,23.0,46.0,0.5,25,25
0,0.07142857142857142,0.5525114155251142,0.14285714285714285,0.0,89,130,41,6.0,0.1515228816828316,2.0,37.0,0.05405405405405406,14,28
0,0.03571428571428571,0.4396887159533074,0.04,0.0,180,77,103,5.916079783099616,0.11111111111111113,2.0,40.0,0.05,31,13
0,0.07692307692307693,0.5671641791044776,1.0,0.0,67,67,0,0.0,0.9999999999999999,14.0,28.0,0.5,15,15
0,0.1875,0.611764705882353,1.0,0.07142857142857142,85,85,0,0.0,1.0000000000000002,15.0,30.0,0.5,16,16
1,0.7368421052631579,0.9123505976095617,0.7894736842105263,0.5882352941176471,125,126,1,3.0,0.7694837640638652,16.0,41.0,0.3902439024390244,20,21
1,0.8095238095238095,0.8888888888888888,0.9,0.3333333333333333,153,171,18,3.0,0.817629817532677,20.0,48.0,0.4166666666666667,23,28
0,0.125,0.6231343283582089,1.0,0.0,134,134,0,0.0,0.9999999999999999,23.0,46.0,0.5,26,26
1,0.7083333333333334,0.8301282051282052,0.782608695652174,0.6190476190476191,161,151,10,3.0,0.8164965809277261,17.0,47.0,0.3617021276595745,25,24
0,0.4,0.6804979253112033,0.5,0.1111111111111111,133,108,25,4.242640687119285,0.5720775535473553,10.0,39.0,0.2564102564102564,23,21
0,0.15384615384615385,0.6040609137055838,0.15384615384615385,0.0,89,108,19,5.477225575051661,0.12104550653376049,2.0,32.0,0.0625,17,19
1,0.8095238095238095,0.8614232209737828,0.8095238095238095,0.5789473684210527,139,128,11,2.8284271247461903,0.8095238095238099,18.0,44.0,0.4090909090909091,22,22
0,0.03571428571428571,0.5733788395904437,0.125,0.0,162,131,31,6.082762530298219,0.14269544824634822,3.0,42.0,0.07142857142857142,28,21
0,1.0,0.739240506329114,1.0,1.0,146,249,103,4.47213595499958,0.9045503464869461,20.0,58.0,0.3448275862068966,28,52
0,0.14285714285714285,0.592274678111588,0.10526315789473684,0.0,118,115,3,5.830951894845301,0.15018785229652765,3.0,41.0,0.07317073170731707,21,21
0,0.4,0.7399103139013453,0.4666666666666667,0.0,103,120,17,5.0,0.4870881870470523,7.0,30.0,0.23333333333333334,16,20
1,0.6666666666666666,0.7106598984771574,0.7619047619047619,0.5263157894736842,117,80,37,2.23606797749979,0.8728715609439699,19.0,44.0,0.4318181818181818,27,20
0,1.0,0.5823754789272031,1.0,1.0,76,185,109,4.69041575982343,0.7429265945610863,14.0,46.0,0.30434782608695654,15,40
0,0.0,0.5843373493975904,0.0,0.0,78,88,10,5.0990195135927845,0.0,0.0,24.0,0.0,12,13
0,0.16666666666666666,0.6273584905660378,1.0,0.0,106,106,0,0.0,0.9999999999999994,18.0,36.0,0.5,22,22
0,0.7391304347826086,0.9433198380566802,0.7272727272727273,0.35,124,123,1,3.4641016151377544,0.7272727272727271,18.0,48.0,0.375,28,28
1,0.7142857142857143,0.78,0.7142857142857143,0.47368421052631576,124,176,52,4.69041575982343,0.7014934235299815,13.0,44.0,0.29545454545454547,21,29
1,0.4444444444444444,0.7918781725888325,0.4117647058823529,0.3333333333333333,107,90,17,4.0,0.5090278103806222,8.0,32.0,0.25,19,14
0,0.0,0.5951557093425606,0.0,0.0,154,135,19,7.0,0.0,1.0,48.0,0.020833333333333332,29,24
1,0.47619047619047616,0.7960199004975125,0.5238095238095238,0.3157894736842105,107,94,13,3.872983346207417,0.7844645405527362,8.0,29.0,0.27586206896551724,21,16
1,0.75,0.8488372093023255,0.75,0.3888888888888889,116,142,26,3.4641016151377544,0.7783117824941562,14.0,40.0,0.35,21,25
0,0.25,0.6144578313253012,1.0,0.0,83,83,0,0.0,1.0000000000000002,10.0,20.0,0.5,12,12
0,0.0,0.5614035087719298,0.0,0.0,132,96,36,6.164414002968976,0.0,1.0,36.0,0.027777777777777776,26,21
0,1.0,0.7103274559193955,1.0,1.0,141,256,115,4.123105625617661,0.772187342505344,20.0,58.0,0.3448275862068966,21,44
1,0.7272727272727273,0.8645418326693227,0.7,0.4444444444444444,136,115,21,3.0,0.8098582871985254,16.0,40.0,0.4,23,20
0,0.06666666666666667,0.6341463414634146,1.0,0.0,82,82,0,0.0,0.9999999999999999,16.0,32.0,0.5,18,18
0,0.15789473684210525,0.6391304347826087,1.0,0.0,115,115,0,0.0,1.0000000000000004,19.0,38.0,0.5,22,22
0,0.65,0.8266129032258065,0.65,0.5,117,131,14,4.0,0.6805446536716204,13.0,41.0,0.3170731707317073,22,23
0,0.12,0.6379310344827587,1.0,0.0,145,145,0,0.0,1.0,24.0,48.0,0.5,25,25
0,1.0,0.45993031358885017,1.0,1.0,66,221,155,4.898979485566356,0.6592342530872155,13.0,43.0,0.3023255813953488,14,37
0,0.16666666666666666,0.7323943661971831,0.4166666666666667,0.0,66,76,10,5.0,0.3273268353539886,5.0,23.0,0.21739130434782608,12,16
0,1.0,0.8009708737864077,1.0,1.0,165,247,82,3.7416573867739413,0.7947194142390266,27.0,69.0,0.391304347826087,27,46
1,0.7272727272727273,0.8477366255144033,0.7272727272727273,0.55,133,110,23,3.7416573867739413,0.7537783614444089,15.0,36.0,0.4166666666666667,28,20
0,1.0,0.5617021276595745,1.0,1.0,66,169,103,4.0,0.7191465199607913,13.0,40.0,0.325,14,35
0,0.058823529411764705,0.5904761904761905,0.0625,0.0,99,111,12,5.744562646538029,0.10814761408717502,3.0,39.0,0.07692307692307693,19,24
0,1.0,0.6256983240223464,1.0,1.0,112,246,134,4.69041575982343,0.7079098555864042,19.0,56.0,0.3392857142857143,22,43
0,0.05555555555555555,0.5720338983050848,0.1111111111111111,0.0,100,136,36,5.744562646538029,0.19518001458970663,2.0,37.0,0.05405405405405406,22,20
0,1.0,0.5650557620817844,1.0,1.0,76,193,117,5.477225575051661,0.5910828046793255,16.0,46.0,0.34782608695652173,18,40
0,1.0,0.6727272727272727,1.0,1.0,111,219,108,5.0990195135927845,0.7970533969860859,17.0,51.0,0.3333333333333333,21,42
1,0.5882352941176471,0.7509578544061303,0.5882352941176471,0.2,115,146,31,4.47213595499958,0.560112033611204,10.0,37.0,0.2702702702702703,17,22
0,0.16666666666666666,0.6,1.0,0.0,95,95,0,0.0,1.0,17.0,34.0,0.5,19,19
0,0.36363636363636365,0.5630252100840336,0.36363636363636365,0.2222222222222222,67,52,15,3.3166247903554,0.42640143271122083,4.0,20.0,0.2,13,8
0,1.0,0.7161125319693095,1.0,1.0,140,251,111,4.358898943540674,0.7774630169639033,21.0,56.0,0.375,24,45
1,0.9090909090909091,0.8637992831541219,1.0,0.6666666666666666,125,154,29,2.23606797749979,0.9026709338484399,22.0,49.0,0.4489795918367347,23,30
0,1.0,0.6888217522658611,1.0,1.0,114,217,103,4.123105625617661,0.7548513560963974,20.0,55.0,0.36363636363636365,21,40
0,1.0,0.6620370370370371,1.0,1.0,143,289,146,5.0,0.75331028352589,24.0,68.0,0.35294117647058826,26,51
0,0.043478260869565216,0.6178861788617886,1.0,0.0,123,123,0,0.0,0.9999999999999999,23.0,46.0,0.5,24,24
0,1.0,0.8069164265129684,1.0,1.0,140,207,67,3.605551275463989,0.8545426619509555,24.0,56.0,0.42857142857142855,28,40
0,0.16666666666666666,0.6008771929824561,1.0,0.0,114,114,0,0.0,1.0000000000000002,18.0,36.0,0.5,21,21
1,0.6666666666666666,0.7682403433476395,0.65,0.4444444444444444,115,118,3,3.4641016151377544,0.685160159703149,15.0,43.0,0.3488372093023256,22,23
0,1.0,0.5263157894736842,1.0,1.0,90,252,162,4.795831523312719,0.7080881928749334,14.0,51.0,0.27450980392156865,15,42
1,0.8181818181818182,0.8392857142857143,0.8181818181818182,0.7,122,158,36,3.605551275463989,0.7817359599705719,18.0,47.0,0.3829787234042553,23,31
0,1.0,0.63125,1.0,1.0,101,219,118,4.358898943540674,0.7362101738323102,19.0,57.0,0.3333333333333333,19,45
0,0.29411764705882354,0.6067961165048543,1.0,0.0,103,103,0,0.0,1.0,16.0,32.0,0.5,18,18
0,0.03333333333333333,0.5189504373177842,0.03333333333333333,0.0,221,122,99,6.928203230275509,0.08084520834544433,1.0,47.0,0.02127659574468085,30,19
0,1.0,0.6476190476190476,1.0,1.0,136,284,148,5.291502622129181,0.7426139036107968,22.0,65.0,0.3384615384615385,26,55
0,0.7037037037037037,0.8467432950191571,0.7307692307692307,0.5416666666666666,150,111,39,2.6457513110645907,0.8660254037844387,19.0,46.0,0.41304347826086957,29,20
